customer_id,age,totalprice,quantity,transaction_count,cluster,label,age_scaled,totalprice_scaled,customer_count,avg_age,avg_totalprice,cluster_value_score
C105021,20,2700.72,3,1,0,Khách hàng vãng lai,0.03921568627450983,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C105244,36,2700.72,3,1,0,Khách hàng vãng lai,0.3529411764705882,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C105382,38,2700.72,3,1,0,Khách hàng vãng lai,0.3921568627450981,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C105445,25,2700.72,3,1,0,Khách hàng vãng lai,0.13725490196078433,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C105561,33,2700.72,3,1,0,Khách hàng vãng lai,0.2941176470588236,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C105618,33,2700.72,3,1,0,Khách hàng vãng lai,0.2941176470588236,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C105823,42,2700.72,3,1,0,Khách hàng vãng lai,0.47058823529411764,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C105949,39,2700.72,3,1,0,Khách hàng vãng lai,0.4117647058823529,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C105975,32,2700.72,3,1,0,Khách hàng vãng lai,0.27450980392156865,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106026,44,2700.72,3,1,0,Khách hàng vãng lai,0.5098039215686275,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106061,21,2700.72,3,1,0,Khách hàng vãng lai,0.05882352941176472,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106172,18,2700.72,3,1,0,Khách hàng vãng lai,0.0,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106184,39,2700.72,3,1,0,Khách hàng vãng lai,0.4117647058823529,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106220,38,2700.72,3,1,0,Khách hàng vãng lai,0.3921568627450981,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106314,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106333,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106349,20,2700.72,3,1,0,Khách hàng vãng lai,0.03921568627450983,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106356,30,2700.72,3,1,0,Khách hàng vãng lai,0.23529411764705888,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106457,36,2700.72,3,1,0,Khách hàng vãng lai,0.3529411764705882,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106461,43,2700.72,3,1,0,Khách hàng vãng lai,0.4901960784313726,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106496,43,2700.72,3,1,0,Khách hàng vãng lai,0.4901960784313726,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106511,29,2700.72,3,1,0,Khách hàng vãng lai,0.21568627450980393,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106652,27,2700.72,3,1,0,Khách hàng vãng lai,0.17647058823529416,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106662,29,2700.72,3,1,0,Khách hàng vãng lai,0.21568627450980393,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106697,25,2700.72,3,1,0,Khách hàng vãng lai,0.13725490196078433,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106725,38,2700.72,3,1,0,Khách hàng vãng lai,0.3921568627450981,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106727,25,2700.72,3,1,0,Khách hàng vãng lai,0.13725490196078433,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106908,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106929,30,2700.72,3,1,0,Khách hàng vãng lai,0.23529411764705888,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C106947,43,2700.72,3,1,0,Khách hàng vãng lai,0.4901960784313726,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C107169,33,2700.72,3,1,0,Khách hàng vãng lai,0.2941176470588236,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C107266,43,2700.72,3,1,0,Khách hàng vãng lai,0.4901960784313726,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C107293,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C107349,34,2700.72,3,1,0,Khách hàng vãng lai,0.3137254901960784,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C107553,23,2700.72,3,1,0,Khách hàng vãng lai,0.09803921568627455,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C107659,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C107714,35,2700.72,3,1,0,Khách hàng vãng lai,0.33333333333333337,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C107826,26,2700.72,3,1,0,Khách hàng vãng lai,0.1568627450980392,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C108256,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C108398,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C108537,26,2700.72,3,1,0,Khách hàng vãng lai,0.1568627450980392,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C108695,36,2700.72,3,1,0,Khách hàng vãng lai,0.3529411764705882,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C108759,38,2700.72,3,1,0,Khách hàng vãng lai,0.3921568627450981,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C108771,27,2700.72,3,1,0,Khách hàng vãng lai,0.17647058823529416,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C108938,43,2700.72,3,1,0,Khách hàng vãng lai,0.4901960784313726,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C108971,28,2700.72,3,1,0,Khách hàng vãng lai,0.1960784313725491,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109119,38,2700.72,3,1,0,Khách hàng vãng lai,0.3921568627450981,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109187,32,2700.72,3,1,0,Khách hàng vãng lai,0.27450980392156865,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109264,21,2700.72,3,1,0,Khách hàng vãng lai,0.05882352941176472,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109283,20,2700.72,3,1,0,Khách hàng vãng lai,0.03921568627450983,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109312,31,2700.72,3,1,0,Khách hàng vãng lai,0.2549019607843137,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109532,31,2700.72,3,1,0,Khách hàng vãng lai,0.2549019607843137,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109541,28,2700.72,3,1,0,Khách hàng vãng lai,0.1960784313725491,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109670,28,2700.72,3,1,0,Khách hàng vãng lai,0.1960784313725491,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109687,29,2700.72,3,1,0,Khách hàng vãng lai,0.21568627450980393,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109755,33,2700.72,3,1,0,Khách hàng vãng lai,0.2941176470588236,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109835,44,2700.72,3,1,0,Khách hàng vãng lai,0.5098039215686275,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C109939,34,2700.72,3,1,0,Khách hàng vãng lai,0.3137254901960784,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110127,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110194,38,2700.72,3,1,0,Khách hàng vãng lai,0.3921568627450981,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110223,24,2700.72,3,1,0,Khách hàng vãng lai,0.11764705882352944,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110372,34,2700.72,3,1,0,Khách hàng vãng lai,0.3137254901960784,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110388,28,2700.72,3,1,0,Khách hàng vãng lai,0.1960784313725491,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110408,44,2700.72,3,1,0,Khách hàng vãng lai,0.5098039215686275,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110429,39,2700.72,3,1,0,Khách hàng vãng lai,0.4117647058823529,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110485,37,2700.72,3,1,0,Khách hàng vãng lai,0.37254901960784315,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110518,34,2700.72,3,1,0,Khách hàng vãng lai,0.3137254901960784,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110579,44,2700.72,3,1,0,Khách hàng vãng lai,0.5098039215686275,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110689,21,2700.72,3,1,0,Khách hàng vãng lai,0.05882352941176472,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110791,40,2700.72,3,1,0,Khách hàng vãng lai,0.43137254901960786,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110839,23,2700.72,3,1,0,Khách hàng vãng lai,0.09803921568627455,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110856,30,2700.72,3,1,0,Khách hàng vãng lai,0.23529411764705888,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110878,42,2700.72,3,1,0,Khách hàng vãng lai,0.47058823529411764,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110901,31,2700.72,3,1,0,Khách hàng vãng lai,0.2549019607843137,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C110921,38,2700.72,3,1,0,Khách hàng vãng lai,0.3921568627450981,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111108,21,2700.72,3,1,0,Khách hàng vãng lai,0.05882352941176472,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111129,38,2700.72,3,1,0,Khách hàng vãng lai,0.3921568627450981,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111157,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111463,23,2700.72,3,1,0,Khách hàng vãng lai,0.09803921568627455,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111550,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111578,33,2700.72,3,1,0,Khách hàng vãng lai,0.2941176470588236,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111581,18,2700.72,3,1,0,Khách hàng vãng lai,0.0,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111602,20,2700.72,3,1,0,Khách hàng vãng lai,0.03921568627450983,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111651,41,2700.72,3,1,0,Khách hàng vãng lai,0.4509803921568628,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111672,40,2700.72,3,1,0,Khách hàng vãng lai,0.43137254901960786,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111748,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111859,30,2700.72,3,1,0,Khách hàng vãng lai,0.23529411764705888,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111899,39,2700.72,3,1,0,Khách hàng vãng lai,0.4117647058823529,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C111998,31,2700.72,3,1,0,Khách hàng vãng lai,0.2549019607843137,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C112074,20,2700.72,3,1,0,Khách hàng vãng lai,0.03921568627450983,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C112091,18,2700.72,3,1,0,Khách hàng vãng lai,0.0,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C112164,30,2700.72,3,1,0,Khách hàng vãng lai,0.23529411764705888,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C112236,27,2700.72,3,1,0,Khách hàng vãng lai,0.17647058823529416,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C112531,36,2700.72,3,1,0,Khách hàng vãng lai,0.3529411764705882,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C112652,28,2700.72,3,1,0,Khách hàng vãng lai,0.1960784313725491,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C112660,40,2700.72,3,1,0,Khách hàng vãng lai,0.43137254901960786,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C112725,41,2700.72,3,1,0,Khách hàng vãng lai,0.4509803921568628,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C112823,33,2700.72,3,1,0,Khách hàng vãng lai,0.2941176470588236,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C112842,24,2700.72,3,1,0,Khách hàng vãng lai,0.11764705882352944,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C113091,44,2700.72,3,1,0,Khách hàng vãng lai,0.5098039215686275,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C113286,34,2700.72,3,1,0,Khách hàng vãng lai,0.3137254901960784,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C113362,30,2700.72,3,1,0,Khách hàng vãng lai,0.23529411764705888,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C113377,31,2700.72,3,1,0,Khách hàng vãng lai,0.2549019607843137,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C113678,23,2700.72,3,1,0,Khách hàng vãng lai,0.09803921568627455,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C113778,37,2700.72,3,1,0,Khách hàng vãng lai,0.37254901960784315,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C113845,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114059,32,2700.72,3,1,0,Khách hàng vãng lai,0.27450980392156865,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114130,24,2700.72,3,1,0,Khách hàng vãng lai,0.11764705882352944,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114157,30,2700.72,3,1,0,Khách hàng vãng lai,0.23529411764705888,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114206,20,2700.72,3,1,0,Khách hàng vãng lai,0.03921568627450983,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114224,39,2700.72,3,1,0,Khách hàng vãng lai,0.4117647058823529,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114226,44,2700.72,3,1,0,Khách hàng vãng lai,0.5098039215686275,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114305,27,2700.72,3,1,0,Khách hàng vãng lai,0.17647058823529416,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114364,25,2700.72,3,1,0,Khách hàng vãng lai,0.13725490196078433,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114520,27,2700.72,3,1,0,Khách hàng vãng lai,0.17647058823529416,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114602,36,2700.72,3,1,0,Khách hàng vãng lai,0.3529411764705882,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114629,24,2700.72,3,1,0,Khách hàng vãng lai,0.11764705882352944,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114720,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114805,26,2700.72,3,1,0,Khách hàng vãng lai,0.1568627450980392,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114938,25,2700.72,3,1,0,Khách hàng vãng lai,0.13725490196078433,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114965,44,2700.72,3,1,0,Khách hàng vãng lai,0.5098039215686275,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C114998,41,2700.72,3,1,0,Khách hàng vãng lai,0.4509803921568628,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C115040,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C115238,44,2700.72,3,1,0,Khách hàng vãng lai,0.5098039215686275,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C115499,33,2700.72,3,1,0,Khách hàng vãng lai,0.2941176470588236,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C115838,29,2700.72,3,1,0,Khách hàng vãng lai,0.21568627450980393,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C115859,35,2700.72,3,1,0,Khách hàng vãng lai,0.33333333333333337,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C115869,26,2700.72,3,1,0,Khách hàng vãng lai,0.1568627450980392,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116013,22,2700.72,3,1,0,Khách hàng vãng lai,0.07843137254901966,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116161,31,2700.72,3,1,0,Khách hàng vãng lai,0.2549019607843137,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116173,24,2700.72,3,1,0,Khách hàng vãng lai,0.11764705882352944,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116218,20,2700.72,3,1,0,Khách hàng vãng lai,0.03921568627450983,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116228,21,2700.72,3,1,0,Khách hàng vãng lai,0.05882352941176472,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116347,29,2700.72,3,1,0,Khách hàng vãng lai,0.21568627450980393,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116522,21,2700.72,3,1,0,Khách hàng vãng lai,0.05882352941176472,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116541,33,2700.72,3,1,0,Khách hàng vãng lai,0.2941176470588236,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116607,41,2700.72,3,1,0,Khách hàng vãng lai,0.4509803921568628,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116676,24,2700.72,3,1,0,Khách hàng vãng lai,0.11764705882352944,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116735,19,2700.72,3,1,0,Khách hàng vãng lai,0.019607843137254943,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116761,33,2700.72,3,1,0,Khách hàng vãng lai,0.2941176470588236,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116942,36,2700.72,3,1,0,Khách hàng vãng lai,0.3529411764705882,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C116967,30,2700.72,3,1,0,Khách hàng vãng lai,0.23529411764705888,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C117036,34,2700.72,3,1,0,Khách hàng vãng lai,0.3137254901960784,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C117091,44,2700.72,3,1,0,Khách hàng vãng lai,0.5098039215686275,0.41202528259490523,38230,30.5721,655.7984,-0.0987
C117124,41,2700.72,3,1,0,Khách hàng vãng lai,0.4509803921568628,0.41202528259490523,38230,30.5721,655.7984,-0.0987
