customer_id,age,totalprice,quantity,transaction_count
C100297,0.4117647058823529,0.055137151198783256,3,1
C100298,0.2549019607843137,0.41202528259490523,3,1
C100299,0.07843137254901966,0.0015163442651768176,1,1
C100301,0.019607843137254943,0.0015163442651768176,1,1
C100305,0.5098039215686275,0.04506997042211539,1,1
C100306,0.33333333333333337,1.0,5,1
C100307,0.6470588235294118,0.04506997042211539,1,1
C100309,0.6862745098039217,0.1826782124869116,2,1
C100311,0.9411764705882354,0.09864339159743504,4,1
C100313,0.6666666666666666,1.0,5,1
C100314,0.11764705882352944,0.024061265199746256,2,1
C100315,0.823529411764706,1.0,5,1
C100322,0.11764705882352944,1.0,5,1
C100329,0.3529411764705882,0.002398330798450027,2,1
C100330,0.47058823529411764,0.0485062021843306,3,1
C100331,0.09803921568627455,1.0,4,1
C100333,0.27450980392156865,1.0,5,1
C100336,0.7254901960784313,0.41202528259490523,3,1
C100346,0.8823529411764707,1.0,5,1
C100347,0.7843137254901961,0.3661619828646983,2,1
C100349,0.43137254901960786,1.0,5,1
C100355,0.09803921568627455,0.024061265199746256,2,1
C100361,0.43137254901960786,0.006395548795866739,3,1
C100364,0.7647058823529412,1.0,5,1
C100367,0.6470588235294118,0.000993572351174326,1,1
C100368,0.6274509803921569,0.09864339159743504,4,1
C100369,0.7647058823529412,1.0,5,1
C100376,0.3921568627450981,0.020042647182458097,3,1
C100379,0.03921568627450983,0.3661619828646983,2,1
C100383,0.17647058823529416,0.0,1,1
C100384,0.9019607843137255,0.03625316223507922,4,1
C100386,0.9411764705882354,0.41202528259490523,3,1
C100398,0.6666666666666666,0.04506997042211539,1,1
C100400,0.823529411764706,0.04506997042211539,1,1
C100401,0.33333333333333337,1.0,5,1
C100402,0.23529411764705888,0.04506997042211539,1,1
C100403,0.6862745098039217,1.0,5,1
C100404,0.3529411764705882,0.006395548795866739,3,1
C100406,0.9803921568627451,1.0,5,1
C100410,0.7843137254901961,0.41202528259490523,3,1
C100415,0.7647058823529412,0.000993572351174326,1,1
C100416,0.9019607843137255,0.0,1,1
C100420,0.6862745098039217,0.7331111807460964,4,1
C100421,0.07843137254901966,0.09094091301656207,1,1
C100427,0.3529411764705882,0.055137151198783256,3,1
C100438,0.3137254901960784,0.7331111807460964,4,1
C100439,0.6666666666666666,0.021114176748878413,2,1
C100440,0.27450980392156865,0.0,1,1
C100441,0.33333333333333337,0.41202528259490523,3,1
C100444,0.9411764705882354,0.09864339159743504,4,1
C100446,0.17647058823529416,0.08685503779396367,4,1
C100449,0.47058823529411764,0.002398330798450027,2,1
C100451,0.27450980392156865,1.0,4,1
C100454,0.6470588235294118,0.7331111807460964,4,1
C100455,0.5294117647058824,0.41202528259490523,3,1
C100459,0.1568627450980392,0.006395548795866739,3,1
C100462,0.7058823529411765,0.8248637659449254,3,1
C100463,0.5882352941176471,0.002398330798450027,2,1
C100467,0.7647058823529412,0.019186646387600217,5,1
C100471,0.43137254901960786,0.055137151198783256,3,1
C100472,0.9019607843137255,0.0,1,1
C100473,0.9411764705882354,0.002398330798450027,2,1
C100474,0.1960784313725491,1.0,5,1
C100477,0.5294117647058824,0.011991653992250138,4,1
C100478,0.21568627450980393,0.1361606835777776,5,1
C100481,0.607843137254902,0.03625316223507922,4,1
C100484,0.5882352941176471,0.08685503779396367,4,1
C100488,0.7647058823529412,0.006395548795866739,3,1
C100490,0.3529411764705882,0.7331111807460964,4,1
C100493,0.6862745098039217,0.021114176748878413,2,1
C100494,0.3921568627450981,1.0,3,1
C100496,0.6862745098039217,0.3661619828646983,2,1
C100507,0.2941176470588236,1.0,5,1
C100508,0.07843137254901966,0.41202528259490523,3,1
C100515,0.5490196078431373,0.08685503779396367,4,1
C100519,0.7254901960784313,0.1826782124869116,2,1
C100521,0.8627450980392156,0.0485062021843306,3,1
C100523,0.2549019607843137,0.7331111807460964,4,1
C100525,0.3529411764705882,0.1826782124869116,2,1
C100529,0.019607843137254943,0.006395548795866739,3,1
C100535,0.9607843137254902,0.004678961487607096,1,1
C100539,0.1960784313725491,0.04402595516695837,5,1
C100540,0.5882352941176471,0.002398330798450027,2,1
C100544,0.43137254901960786,0.055137151198783256,3,1
C100545,0.9803921568627451,1.0,4,1
C100549,0.5882352941176471,0.15457998639570167,5,1
C100551,0.27450980392156865,0.15970070543636933,1,1
C100561,0.9411764705882354,1.0,4,1
C100563,0.03921568627450983,0.04506997042211539,1,1
C100570,0.8627450980392156,1.0,5,1
C100572,0.21568627450980393,0.41202528259490523,3,1
C100574,0.17647058823529416,0.1826782124869116,2,1
C100576,0.23529411764705888,0.7331111807460964,4,1
C100579,0.1960784313725491,0.055137151198783256,3,1
C100587,0.7647058823529412,0.021114176748878413,2,1
C100599,0.1960784313725491,1.0,5,1
C100605,0.5882352941176471,0.019186646387600217,5,1
C100606,0.13725490196078433,0.7331111807460964,4,1
C100607,0.7058823529411765,1.0,5,1
C100610,0.37254901960784315,0.04506997042211539,1,1
C100622,0.09803921568627455,0.021114176748878413,2,1
C100625,0.17647058823529416,0.000993572351174326,1,1
C100629,0.8627450980392156,0.1361606835777776,5,1
C100630,1.0,0.8248637659449254,3,1
C100636,0.3921568627450981,0.1361606835777776,5,1
C100639,0.5098039215686275,0.41202528259490523,3,1
C100640,0.07843137254901966,0.1826782124869116,2,1
C100642,0.8823529411764707,0.3661619828646983,2,1
C100648,0.13725490196078433,0.41202528259490523,3,1
C100651,0.7843137254901961,0.15970070543636933,1,1
C100654,0.019607843137254943,0.41202528259490523,3,1
C100655,0.07843137254901966,0.024061265199746256,2,1
C100656,0.8823529411764707,1.0,5,1
C100657,1.0,0.027888811611039354,4,1
C100661,0.019607843137254943,0.8248637659449254,3,1
C100663,0.6666666666666666,0.0,1,1
C100666,0.6274509803921569,0.021114176748878413,2,1
C100671,0.5098039215686275,0.1826782124869116,2,1
C100672,0.13725490196078433,1.0,5,1
C100676,0.1568627450980392,0.41202528259490523,3,1
C100677,0.6470588235294118,0.41202528259490523,3,1
C100684,0.3921568627450981,0.004678961487607096,1,1
C100687,0.8039215686274509,1.0,5,1
C100688,0.4117647058823529,0.015337699956435673,3,1
C100690,0.3529411764705882,1.0,4,1
C100691,0.6470588235294118,0.09094091301656207,1,1
C100694,0.8431372549019608,0.011991653992250138,4,1
C100696,0.4117647058823529,0.8248637659449254,3,1
C100697,0.43137254901960786,0.15457998639570167,5,1
C100703,0.5686274509803921,0.15457998639570167,5,1
C100705,0.05882352941176472,0.1826782124869116,2,1
C100706,0.4901960784313726,0.8248637659449254,3,1
C100709,0.6666666666666666,1.0,5,1
C100710,0.3529411764705882,0.03625316223507922,4,1
C100713,0.09803921568627455,1.0,3,1
C100718,0.4117647058823529,0.08685503779396367,4,1
C100720,0.6666666666666666,0.41202528259490523,3,1
C100722,0.4509803921568628,0.000993572351174326,1,1
C100725,0.7254901960784313,0.04506997042211539,1,1
C100728,0.6274509803921569,0.04506997042211539,1,1
C100735,0.7647058823529412,0.09864339159743504,4,1
C100736,0.33333333333333337,0.04506997042211539,1,1
C100743,0.7058823529411765,0.0485062021843306,3,1
C100745,0.5490196078431373,1.0,4,1
C100746,0.7058823529411765,0.021114176748878413,2,1
C100748,0.33333333333333337,0.09094091301656207,1,1
C100753,0.5098039215686275,0.002398330798450027,2,1
C100754,0.7058823529411765,0.09864339159743504,4,1
C100758,0.7450980392156864,0.41202528259490523,3,1
C100760,0.5294117647058824,0.7331111807460964,4,1
C100764,0.7058823529411765,0.41202528259490523,3,1
C100765,0.03921568627450983,0.005415733600324057,1,1
C100768,0.9215686274509803,0.006395548795866739,3,1
C100772,0.5294117647058824,0.7331111807460964,4,1
C100778,1.0,0.09094091301656207,1,1
C100782,0.07843137254901966,0.8248637659449254,3,1
C100783,0.7843137254901961,0.002398330798450027,2,1
C100786,0.5098039215686275,0.1826782124869116,2,1
C100787,0.33333333333333337,0.09864339159743504,4,1
C100794,0.019607843137254943,0.005415733600324057,1,1
C100795,0.5098039215686275,0.03625316223507922,4,1
C100797,0.2549019607843137,0.8248637659449254,3,1
C100799,0.23529411764705888,0.024061265199746256,2,1
C100801,0.4509803921568628,0.15457998639570167,5,1
C100804,0.21568627450980393,0.005415733600324057,1,1
C100812,0.5490196078431373,1.0,3,1
C100816,0.03921568627450983,0.019186646387600217,5,1
C100822,0.33333333333333337,1.0,5,1
C100828,0.8823529411764707,0.04506997042211539,1,1
C100833,0.43137254901960786,0.1361606835777776,5,1
C100840,0.43137254901960786,0.7331111807460964,4,1
C100841,0.1960784313725491,0.1826782124869116,2,1
C100843,0.8431372549019608,0.0485062021843306,3,1
C100844,0.2941176470588236,0.3661619828646983,2,1
C100849,0.17647058823529416,0.04506997042211539,1,1
C100851,0.6274509803921569,0.41202528259490523,3,1
C100852,0.2549019607843137,0.019186646387600217,5,1
C100854,0.9411764705882354,0.04506997042211539,1,1
C100857,0.9607843137254902,1.0,4,1
C100867,0.9607843137254902,0.7331111807460964,4,1
C100869,0.9215686274509803,0.0485062021843306,3,1
C100879,0.9215686274509803,1.0,5,1
C100885,0.43137254901960786,0.011991653992250138,4,1
C100894,0.8039215686274509,0.1826782124869116,2,1
C100895,0.7254901960784313,0.000993572351174326,1,1
C100899,0.7647058823529412,0.055137151198783256,3,1
C100900,0.23529411764705888,0.024061265199746256,2,1
C100901,0.5294117647058824,1.0,5,1
C100902,0.09803921568627455,0.09094091301656207,1,1
C100910,0.8431372549019608,0.8248637659449254,3,1
C100911,0.5686274509803921,0.7331111807460964,4,1
C100919,1.0,0.008463707859157298,2,1
C100921,0.0,0.08685503779396367,4,1
C100926,0.7647058823529412,0.6412011525439273,2,1
C100931,0.17647058823529416,0.04506997042211539,1,1
C100935,0.7647058823529412,0.7331111807460964,4,1
C100936,0.27450980392156865,0.41202528259490523,3,1
C100940,0.11764705882352944,0.1826782124869116,2,1
C100941,0.1568627450980392,0.7331111807460964,4,1
C100944,0.17647058823529416,0.1826782124869116,2,1
C100948,0.2941176470588236,0.055137151198783256,3,1
C100952,0.4117647058823529,0.41202528259490523,3,1
C100955,0.5882352941176471,0.015337699956435673,3,1
C100960,0.7058823529411765,0.0,1,1
C100962,0.5098039215686275,0.002398330798450027,2,1
C100966,0.7450980392156864,0.09864339159743504,4,1
C100978,0.09803921568627455,0.04506997042211539,1,1
C100979,0.17647058823529416,0.7331111807460964,4,1
C100980,0.43137254901960786,1.0,5,1
C100986,0.5686274509803921,0.7331111807460964,4,1
C100987,0.8627450980392156,0.006395548795866739,3,1
C100994,0.823529411764706,0.15457998639570167,5,1
C101001,0.21568627450980393,0.1826782124869116,2,1
C101002,0.21568627450980393,0.7331111807460964,4,1
C101004,0.0,0.3661619828646983,2,1
C101010,0.5490196078431373,1.0,5,1
C101014,0.607843137254902,0.04506997042211539,1,1
C101018,0.1960784313725491,0.04506997042211539,1,1
C101024,0.1960784313725491,1.0,5,1
C101027,0.4509803921568628,0.0,1,1
C101034,0.4509803921568628,0.006372620203147331,2,1
C101035,0.0,0.020042647182458097,3,1
C101038,0.5294117647058824,0.1826782124869116,2,1
C101041,0.3921568627450981,1.0,4,1
C101045,0.2941176470588236,0.3661619828646983,2,1
C101052,0.9215686274509803,0.005415733600324057,1,1
C101054,0.11764705882352944,0.019186646387600217,5,1
C101055,0.5490196078431373,0.057095253017020654,5,1
C101061,0.7647058823529412,0.1826782124869116,2,1
C101064,0.9411764705882354,0.1826782124869116,2,1
C101067,0.23529411764705888,0.7331111807460964,4,1
C101068,0.6666666666666666,0.1361606835777776,5,1
C101069,0.0,0.7331111807460964,4,1
C101071,0.019607843137254943,1.0,5,1
C101072,0.9215686274509803,0.09094091301656207,1,1
C101074,0.6862745098039217,0.1826782124869116,2,1
C101078,0.7647058823529412,0.0,1,1
C101079,0.03921568627450983,0.15457998639570167,5,1
C101080,0.3137254901960784,1.0,5,1
C101082,0.13725490196078433,0.002398330798450027,2,1
C101084,0.823529411764706,0.055137151198783256,3,1
C101089,0.1568627450980392,0.011991653992250138,4,1
C101095,0.5294117647058824,0.09864339159743504,4,1
C101097,0.0,0.15457998639570167,5,1
C101099,0.09803921568627455,0.006395548795866739,3,1
C101100,0.13725490196078433,0.41202528259490523,3,1
C101108,0.9411764705882354,0.09094091301656207,1,1
C101115,0.05882352941176472,0.055137151198783256,3,1
C101116,0.5686274509803921,0.1826782124869116,2,1
C101117,0.6666666666666666,0.015337699956435673,3,1
C101119,0.4901960784313726,0.08685503779396367,4,1
C101120,0.9803921568627451,0.1826782124869116,2,1
C101125,0.3921568627450981,0.7331111807460964,4,1
C101131,0.7058823529411765,0.0485062021843306,3,1
C101132,0.3529411764705882,0.006372620203147331,2,1
C101133,0.5490196078431373,0.008463707859157298,2,1
C101134,0.6470588235294118,1.0,3,1
C101135,0.5098039215686275,1.0,3,1
C101136,0.23529411764705888,0.019186646387600217,5,1
C101137,0.07843137254901966,0.021114176748878413,2,1
C101138,0.11764705882352944,0.055137151198783256,3,1
C101143,0.5490196078431373,1.0,5,1
C101154,0.4117647058823529,0.027888811611039354,4,1
C101173,0.6666666666666666,0.024061265199746256,2,1
C101188,0.03921568627450983,0.09094091301656207,1,1
C101196,0.4509803921568628,0.09864339159743504,4,1
C101204,0.5686274509803921,0.04506997042211539,1,1
C101205,0.823529411764706,0.7331111807460964,4,1
C101206,0.5686274509803921,0.006372620203147331,2,1
C101208,0.5098039215686275,0.005415733600324057,1,1
C101209,0.5490196078431373,1.0,3,1
C101210,0.5098039215686275,0.6412011525439273,2,1
C101212,0.33333333333333337,0.024061265199746256,2,1
C101216,0.9803921568627451,1.0,5,1
C101217,0.4509803921568628,0.002398330798450027,2,1
C101220,0.11764705882352944,1.0,5,1
C101221,0.4117647058823529,0.055137151198783256,3,1
C101222,0.8627450980392156,0.7331111807460964,4,1
C101225,0.3921568627450981,0.3661619828646983,2,1
C101227,0.23529411764705888,0.41202528259490523,3,1
C101229,0.8431372549019608,0.04506997042211539,1,1
C101235,0.5490196078431373,0.7331111807460964,4,1
C101236,0.9411764705882354,0.04506997042211539,1,1
C101238,0.07843137254901966,0.0015163442651768176,1,1
C101248,0.019607843137254943,0.006395548795866739,3,1
C101249,0.823529411764706,0.006372620203147331,2,1
C101250,0.43137254901960786,0.019186646387600217,5,1
C101251,0.607843137254902,0.005415733600324057,1,1
C101253,0.6862745098039217,1.0,5,1
C101259,0.823529411764706,0.006372620203147331,2,1
C101261,0.2549019607843137,0.15457998639570167,5,1
C101271,0.37254901960784315,0.011991653992250138,4,1
C101278,0.8039215686274509,0.41202528259490523,3,1
C101285,0.37254901960784315,0.024061265199746256,2,1
C101287,0.9019607843137255,0.04506997042211539,1,1
C101288,0.6274509803921569,0.0485062021843306,3,1
C101290,0.5686274509803921,0.006395548795866739,3,1
C101294,0.1960784313725491,0.8248637659449254,3,1
C101295,0.2549019607843137,0.002398330798450027,2,1
C101301,0.9215686274509803,0.09094091301656207,1,1
C101303,0.2549019607843137,0.8248637659449254,3,1
C101307,0.13725490196078433,0.1361606835777776,5,1
C101308,0.37254901960784315,0.7331111807460964,4,1
C101314,0.2549019607843137,0.15457998639570167,5,1
C101316,0.11764705882352944,0.7331111807460964,4,1
C101318,0.3529411764705882,0.1361606835777776,5,1
C101320,0.17647058823529416,1.0,5,1
C101327,0.6666666666666666,1.0,4,1
C101329,0.3529411764705882,0.024061265199746256,2,1
C101337,0.607843137254902,0.7331111807460964,4,1
C101343,0.607843137254902,0.004678961487607096,1,1
C101344,0.2549019607843137,1.0,5,1
C101347,0.37254901960784315,0.008463707859157298,2,1
C101351,0.7450980392156864,0.006372620203147331,2,1
C101356,0.27450980392156865,0.04506997042211539,1,1
C101359,0.47058823529411764,0.7331111807460964,4,1
C101362,0.23529411764705888,0.08685503779396367,4,1
C101363,0.9019607843137255,0.04506997042211539,1,1
C101364,0.8431372549019608,0.7331111807460964,4,1
C101365,0.33333333333333337,0.019186646387600217,5,1
C101367,0.0,0.024061265199746256,2,1
C101368,0.9803921568627451,0.04506997042211539,1,1
C101370,0.05882352941176472,0.002398330798450027,2,1
C101375,0.5882352941176471,0.019186646387600217,5,1
C101377,0.17647058823529416,0.019186646387600217,5,1
C101382,0.6862745098039217,0.002398330798450027,2,1
C101384,0.019607843137254943,0.1826782124869116,2,1
C101386,0.0,0.04402595516695837,5,1
C101391,0.607843137254902,0.15457998639570167,5,1
C101393,0.823529411764706,0.41202528259490523,3,1
C101397,0.13725490196078433,0.41202528259490523,3,1
C101401,0.23529411764705888,0.15970070543636933,1,1
C101404,0.7058823529411765,0.6412011525439273,2,1
C101405,0.03921568627450983,0.04506997042211539,1,1
C101406,0.4509803921568628,1.0,4,1
C101407,0.5882352941176471,1.0,4,1
C101410,0.27450980392156865,0.1826782124869116,2,1
C101411,0.11764705882352944,0.15457998639570167,5,1
C101412,0.23529411764705888,0.41202528259490523,3,1
C101413,0.43137254901960786,0.41202528259490523,3,1
C101414,0.8039215686274509,0.09864339159743504,4,1
C101419,0.5294117647058824,1.0,5,1
C101420,0.2549019607843137,0.41202528259490523,3,1
C101422,0.0,0.0485062021843306,3,1
C101423,0.33333333333333337,0.41202528259490523,3,1
C101425,0.23529411764705888,0.3661619828646983,2,1
C101427,0.27450980392156865,1.0,5,1
C101428,0.07843137254901966,1.0,5,1
C101429,0.5490196078431373,0.41202528259490523,3,1
C101432,0.23529411764705888,1.0,5,1
C101433,0.43137254901960786,0.002398330798450027,2,1
C101438,0.7058823529411765,0.0485062021843306,3,1
C101451,0.7058823529411765,0.1826782124869116,2,1
C101452,0.2549019607843137,0.41202528259490523,3,1
C101466,0.5490196078431373,0.1826782124869116,2,1
C101471,0.5098039215686275,0.0485062021843306,3,1
C101472,0.7647058823529412,0.005415733600324057,1,1
C101475,0.6862745098039217,0.0,1,1
C101478,0.019607843137254943,0.7331111807460964,4,1
C101482,0.09803921568627455,0.020042647182458097,3,1
C101484,0.47058823529411764,0.41202528259490523,3,1
C101489,0.823529411764706,0.04506997042211539,1,1
C101494,1.0,0.006372620203147331,2,1
C101503,0.11764705882352944,0.7331111807460964,4,1
C101508,0.823529411764706,0.7331111807460964,4,1
C101509,0.09803921568627455,0.0485062021843306,3,1
C101518,0.6666666666666666,1.0,5,1
C101521,1.0,0.024061265199746256,2,1
C101522,0.7254901960784313,0.002398330798450027,2,1
C101523,0.823529411764706,0.09864339159743504,4,1
C101525,0.6862745098039217,0.006372620203147331,2,1
C101526,0.2941176470588236,0.021114176748878413,2,1
C101527,0.9607843137254902,0.004678961487607096,1,1
C101529,0.607843137254902,0.055137151198783256,3,1
C101531,0.8627450980392156,0.020042647182458097,3,1
C101537,0.5490196078431373,0.7331111807460964,4,1
C101541,0.6862745098039217,1.0,5,1
C101543,1.0,0.1826782124869116,2,1
C101545,0.7843137254901961,0.08685503779396367,4,1
C101546,0.47058823529411764,0.0,1,1
C101550,0.33333333333333337,0.3661619828646983,2,1
C101556,0.5686274509803921,0.41202528259490523,3,1
C101558,0.33333333333333337,0.7331111807460964,4,1
C101559,0.8823529411764707,0.000993572351174326,1,1
C101560,0.03921568627450983,0.011991653992250138,4,1
C101561,0.607843137254902,0.09864339159743504,4,1
C101564,0.43137254901960786,0.011991653992250138,4,1
C101566,0.8627450980392156,0.04506997042211539,1,1
C101568,0.09803921568627455,0.0,1,1
C101575,0.9803921568627451,0.0,1,1
C101576,0.4509803921568628,0.1826782124869116,2,1
C101579,0.8039215686274509,0.055137151198783256,3,1
C101580,0.5882352941176471,0.024061265199746256,2,1
C101584,0.3529411764705882,0.7331111807460964,4,1
C101594,0.9607843137254902,0.002398330798450027,2,1
C101595,0.07843137254901966,0.41202528259490523,3,1
C101600,0.4117647058823529,0.0,1,1
C101605,0.4117647058823529,0.027888811611039354,4,1
C101610,0.9215686274509803,0.7331111807460964,4,1
C101612,0.37254901960784315,0.057095253017020654,5,1
C101618,0.607843137254902,1.0,4,1
C101624,0.7647058823529412,1.0,5,1
C101629,0.03921568627450983,0.04506997042211539,1,1
C101633,0.13725490196078433,0.1826782124869116,2,1
C101640,0.5490196078431373,0.005415733600324057,1,1
C101643,0.37254901960784315,0.15457998639570167,5,1
C101646,0.9803921568627451,0.1826782124869116,2,1
C101647,0.5686274509803921,0.027888811611039354,4,1
C101651,0.6274509803921569,0.09864339159743504,4,1
C101652,0.4509803921568628,0.08685503779396367,4,1
C101654,0.1960784313725491,0.004678961487607096,1,1
C101655,0.6274509803921569,0.15970070543636933,1,1
C101656,0.05882352941176472,1.0,5,1
C101657,0.9019607843137255,0.021114176748878413,2,1
C101662,0.5490196078431373,1.0,3,1
C101663,0.4509803921568628,0.004678961487607096,1,1
C101666,0.6274509803921569,0.019186646387600217,5,1
C101667,0.09803921568627455,1.0,5,1
C101669,0.8431372549019608,0.15457998639570167,5,1
C101672,0.17647058823529416,0.005415733600324057,1,1
C101673,0.43137254901960786,0.1361606835777776,5,1
C101689,0.7647058823529412,0.41202528259490523,3,1
C101690,0.9803921568627451,0.019186646387600217,5,1
C101691,0.5098039215686275,0.055137151198783256,3,1
C101693,0.09803921568627455,0.8248637659449254,3,1
C101694,0.6470588235294118,0.04506997042211539,1,1
C101695,0.0,1.0,5,1
C101697,0.7058823529411765,0.1826782124869116,2,1
C101709,0.9803921568627451,0.057095253017020654,5,1
C101710,0.2941176470588236,0.055137151198783256,3,1
C101711,0.2549019607843137,0.04402595516695837,5,1
C101716,0.1568627450980392,0.024061265199746256,2,1
C101723,0.11764705882352944,0.055137151198783256,3,1
C101725,0.8431372549019608,0.005415733600324057,1,1
C101726,0.8039215686274509,0.03625316223507922,4,1
C101733,0.5098039215686275,0.055137151198783256,3,1
C101737,0.1568627450980392,0.04506997042211539,1,1
C101742,0.03921568627450983,0.011991653992250138,4,1
C101743,0.33333333333333337,0.011991653992250138,4,1
C101744,0.8627450980392156,0.002398330798450027,2,1
C101746,0.9411764705882354,1.0,5,1
C101747,0.5686274509803921,0.006395548795866739,3,1
C101751,0.27450980392156865,0.024061265199746256,2,1
C101755,0.7450980392156864,0.1826782124869116,2,1
C101756,0.11764705882352944,0.7331111807460964,4,1
C101757,0.7843137254901961,0.006395548795866739,3,1
C101758,0.05882352941176472,1.0,5,1
C101764,0.9411764705882354,0.0,1,1
C101767,0.43137254901960786,0.0485062021843306,3,1
C101768,0.8823529411764707,0.021114176748878413,2,1
C101770,0.9019607843137255,0.0,1,1
C101771,0.5882352941176471,0.15457998639570167,5,1
C101773,0.7058823529411765,0.019186646387600217,5,1
C101775,0.607843137254902,1.0,5,1
C101776,0.7450980392156864,0.006395548795866739,3,1
C101779,0.17647058823529416,0.019186646387600217,5,1
C101781,0.1568627450980392,0.1826782124869116,2,1
C101786,0.8039215686274509,0.08685503779396367,4,1
C101788,0.9411764705882354,1.0,5,1
C101790,0.9215686274509803,0.15457998639570167,5,1
C101791,0.37254901960784315,1.0,5,1
C101793,0.6666666666666666,0.002398330798450027,2,1
C101803,0.2941176470588236,0.0,1,1
C101806,0.2549019607843137,0.7331111807460964,4,1
C101810,0.5294117647058824,0.000993572351174326,1,1
C101817,0.5294117647058824,0.7331111807460964,4,1
C101818,0.7450980392156864,0.41202528259490523,3,1
C101820,0.1960784313725491,1.0,5,1
C101822,0.7058823529411765,0.1826782124869116,2,1
C101824,0.07843137254901966,0.04506997042211539,1,1
C101833,1.0,0.0015163442651768176,1,1
C101835,0.21568627450980393,0.055137151198783256,3,1
C101839,0.607843137254902,0.005415733600324057,1,1
C101843,0.0,0.011991653992250138,4,1
C101845,0.1960784313725491,0.002398330798450027,2,1
C101852,0.7254901960784313,0.08685503779396367,4,1
C101853,0.3921568627450981,0.15457998639570167,5,1
C101855,0.6666666666666666,0.04506997042211539,1,1
C101856,0.3921568627450981,0.8248637659449254,3,1
